% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, elapsed wallclock time [s], further/more values", seed=363741, Wed Sep 23 17:46:20 2026, <python>{}</python>
95 6080 0.07007610470657266 1.0927437187280957 88.7 1.4919999999999999e+02 500.0 1000.0 73.70000000000005 426.29999999999995 nan 10661.2   
96 6144 0.0701102255364857 1.0927437187280957 88.7 9.2400000000000006e+01 500.0 1000.0 149.0 351.0 nan 10776.6   
97 6208 0.07010251255869626 1.095131304767883 88.7 1.0440000000000001e+02 500.0 1000.0 66.04999999999995 433.95000000000005 nan 10889.8   
98 6272 0.0701070863188258 1.095131304767883 88.7 1.1730000000000000e+02 500.0 1000.0 202.79999999999995 297.20000000000005 nan 10997.6   
99 6336 0.070058973910123 1.0975362526252324 88.7 1.2830000000000001e+02 500.0 1000.0 83.0 417.0 nan 11109.5   
100 6400 0.06997494687546621 1.0975362526252324 88.7 1.1080000000000000e+02 500.0 1000.0 132.45 367.55 nan 11217.9   
101 6464 0.06991478236366601 1.0997941329762022 88.7 1.0180000000000000e+02 435.7 1000.0 251.10000000000002 248.89999999999998 nan 11312.0   
102 6528 0.06981185718933844 1.0997941329762022 88.7 1.2520000000000000e+02 500.0 1000.0 207.64999999999998 292.35 nan 11420.0   
103 6592 0.06973573105732833 1.1021679340018424 88.7 9.9299999999999997e+01 500.0 500.0 239.5 260.5 nan 11521.8   
104 6656 0.0695984106703561 1.1021679340018424 88.7 9.8400000000000006e+01 474.8 1000.0 193.39999999999998 306.6 nan 11625.5   
105 6720 0.06943058176189211 1.1043766897395269 88.7 1.2300000000000000e+02 500.0 1000.0 157.64999999999998 342.35 nan 11738.9   
106 6784 0.06926055607403299 1.1043766897395269 88.7 9.8400000000000006e+01 500.0 1000.0 117.39999999999998 382.6 nan 11854.2   
107 6848 0.06910114732103009 1.106608726800975 88.7 1.2570000000000000e+02 500.0 1000.0 155.70000000000005 344.29999999999995 nan 11964.8   
